# plugin	O-Prism
# uiRoot	Source/ui/public
# generated	2026-08-30T20:55:40.643Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
js-prose	index.html inline <script type="module"> @line 1651	2489	btn.textContent		LABEL	no	ui.free-run	Free Run	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	2492	btn.textContent		LABEL	no	ui.retrig	Retrig	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	2730	syncBtn.textContent		LABEL	no	ui.on	On	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	index.html inline <script type="module"> @line 1651	2730	syncBtn.textContent		LABEL	no	ui.off	Off	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	index.html inline <script type="module"> @line 1651	2750	btn.textContent		LABEL	no	ui.off-2	OFF	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	index.html inline <script type="module"> @line 1651	2750	btn.textContent		LABEL	no	ui.on-2	ON	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	index.html inline <script type="module"> @line 1651	2910	importOpt.textContent		LABEL	no	ui.import-wav	Import WAV...	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	2916	manageOpt.textContent		LABEL	no	ui.manage	Manage...	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3055	list.innerHTML		LABEL	no	ui.no-user-wavetables-imported	No user wavetables imported yet.	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3064	btn.textContent		LABEL	no	ui.delete	Delete	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3345	container.innerHTML		LABEL	no	ui.hold-2-notes-to	Hold 2+ notes to see intervals	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3466	nameEl.textContent		LABEL	no	ui.custom	Custom	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3528	scaleNameDisplay.textContent		LABEL	no	ui.12-tet-standard	12-TET Standard	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	index.html inline <script type="module"> @line 1651	3530	scaleNameDisplay.textContent		LABEL	no	ui.12-tet-standard-2	12-TET Standard	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3733	inputsDiv.innerHTML		LABEL	no	ui.divisions	Divisions	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3733	inputsDiv.innerHTML		LABEL	no	ui.period-cents	Period (cents)	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3736	inputsDiv.innerHTML		LABEL	no	ui.start-harmonic	Start Harmonic	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3736	inputsDiv.innerHTML		LABEL	no	ui.end-harmonic	End Harmonic	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3739	inputsDiv.innerHTML		LABEL	no	ui.generator-cents	Generator (cents)	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3739	inputsDiv.innerHTML		LABEL	no	ui.period-cents-2	Period (cents)	prose survives the readout filter
js-prose	index.html inline <script type="module"> @line 1651	3739	inputsDiv.innerHTML		LABEL	no	ui.notes	Notes	prose survives the readout filter
